Nombre;Año;Axis;Diametro;Peso
Bronze AE3 of Constantine I- Antioch- AD 335 - AD 337. 1944.100.9124 ;AD-335;6;16.0;1.31
Bronze AE1 of Galerius- Heraclea- AD 305 - AD 306. 1944.100.3925 ;AD-305;12;26.5;7.3
Bronze AE3 of Licinius- Thessalonica- AD 312. 1944.100.3723 ;AD-312.;12;23.5;3.53
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47432 ;AD-134;12;31.0;27.16
Bronze AE2 of Maximinus Daia- Antioch- AD 309. 1944.100.4416 ;AD-309.;6;24.0;7.54
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43511 ;AD-103;7;19.0;3.14
Bronze AE3 of Constantine I- Nicomedia- AD 330 - AD 335. 1944.100.8692 ;AD-330;12;18.0;2.39
Bronze Sestertius of Antoninus Pius- Rome- AD 141. 1963.79.2 ;AD-141.;12;32.0;22.05
Silver Denarius of Antoninus Pius- Rome- AD 139. 1956.127.345 ;AD-139.;6;18.0;3.47
Bronze Dupondius of Antoninus Pius- Rome- AD 155 - AD 156. 1948.19.1278 ;AD-155;6;26.0;15.47
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8875 ;AD-325;12;18.5;3.23
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.961 ;AD-161;12;17.5;3.45
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36152 ;AD-276;5;21.8;4.31
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.1295 ;AD-75.;6;20.0;3.08
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.650 ;AD-141.;6;18.5;3.35
Bronze AE3 of Constantine I- Constantinople- AD 327 - AD 328. 1944.100.9150 ;AD-327;12;19.0;3.19
Silver Light miliarensis of Constantius II- Arelate- AD 355 - AD 360. 1963.34.1 ;AD-355;4;22.0;4.37
Silver Denarius of Caracalla- Rome- AD 213. 1948.19.1595 ;AD-213.;6;19.0;3.33
Silver Cistophorus of Hadrian- Ephesus- AD 128 - AD 132. 1944.100.45571 ;AD-128;6;28.0;10.19
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1948.19.1304 ;AD-148;7;18.0;2.97
Silver Denarius of Domitian- Rome- AD 88 - AD 89. 1944.100.42482 ;AD-88;6;18.0;3.22
Silver Denarius of Antoninus Pius- Rome- AD 158 - AD 159. 1948.19.1267 ;AD-158;6;17.0;3.42
Silver Antoninianus of Trebonianus Gallus- Rome- AD 251 - AD 253. 1947.50.5 ;AD-251;12;19.95;3.5
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36287 ;AD-276;5;21.5;4.11
Bronze Sestertius of Trajan- Rome- AD 103 - AD 111. 1957.172.1637 ;AD-103;6;32.0;26.33
Bronze AE3 of Arcadius- Constantinople- AD 395 - AD 401. 1945.21.14 ;AD-395;6;16.0;2.147
Bronze AE2 of Maximinus Daia- Antioch- AD 310 - AD 311. 1944.100.4435 ;AD-310;12;21.5;6.69
Silver Drachma- Colophon- 319 B.C. - 310 B.C.. 1952.123.326 ;319-B.C.;12;18.1;3.97
Bronze AE3 of Constantine I- Arelate- AD 321. 1957.159.37 ;AD-321.;6;18.5;3.05
Bronze Dupondius of Nerva- Asia Minor- AD 98. 1944.100.42669 ;AD-98.;6;28.0;12.32
Silver Denarius of Vespasian- Rome- AD 72 - AD 73. 1956.127.1285 ;AD-72;6;17.0;3.28
Bronze Sestertius of Gordian III- Rome- AD 241 - AD 244. 1929.79.2 ;AD-241;12;32.0;19.5
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3869 ;AD-296;6;27.0;9.61
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3816 ;AD-296;6;26.0;11.6
Bronze Sestertius of Marcus Aurelius- Rome- AD 164 - AD 169. 1947.2.501 ;AD-164;10;30.0;21.38
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1681 ;AD-114;6;18.5;3.01
Bronze Sestertius of Antoninus Pius- Rome- AD 148 - AD 149. 1944.100.48276 ;AD-148;12;31.0;22.62
Silver Cistophorus of Augustus- Ephesus- 25 BC. 1948.19.810 ;25-BC.;12;27.0;11.53
Bronze Sestertius of Hadrian- Rome- AD 125 - AD 128. 1944.100.47333 ;AD-125;6;34.0;24.97
Silver Denarius of Tiberius- Lugdunum- AD 14 - AD 37. 1944.100.39247 ;AD-14;12;18.0;2.81
Silver Denarius of Domitian- Rome- AD 95. 1956.127.1377 ;AD-95.;7;19.0;3.47
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9333 ;AD-333;12;18.5;2.46
Silver Drachma- Colophon- 319 B.C. - 310 B.C.. 1952.123.300 ;319-B.C.;12;18.3;4.32
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35948 ;AD-276;12;21.5;3.46
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43506 ;AD-103;6;18.0;3.01
Silver Antoninianus of Carausius- Londinium- AD 286 - AD 293. 1944.100.37942 ;AD-286;12;23.5;3.49
Bronze As of Trajan- Rome- AD 103 - AD 111. 1951.61.55 ;AD-103;6;27.0;7.98
Bronze Sestertius of Titus- Rome- AD 80 - AD 81. 1944.100.41812 ;AD-80;6;34.0;21.72
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8772 ;AD-317;12;18.0;3.12
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1944.100.44670 ;AD-114;6;17.5;3.3
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1535 ;AD-103;6;19.0;3.17
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.675 ;AD-141.;12;17.0;3.47
Bronze As of Vespasian- Lugdunum- AD 72. 1944.100.41604 ;AD-72.;7;23.0;11.07
Silver Antoninianus of Gordian III- Rome- AD 241 - AD 243. 1948.19.651 ;AD-241;5;22.5;4.4
Bronze AE3 of Constantine I- Antioch- AD 325 - AD 326. 1944.100.8985 ;AD-325;12;18.0;2.88
Silver Drachma of Philip III Arrhidaeus- Colophon- 323 B.C. - 319 B.C.. 1947.98.419 ;323-B.C.;12;18.4;4.17
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9181 ;AD-330;4;17.0;2.33
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1412 ;AD-101;7;18.0;3.33
Silver Denarius of Augustus- Caesaraugusta- 19 BC - 18 BC. 1944.100.39040 ;19-BC;6;20.5;3.7
Silver Antoninianus of Philip the Arab- Rome- AD 246 - AD 248. 1948.19.682 ;AD-246;6;22.7;4.54
Silver Denarius of Septimius Severus- Rome- AD 193 - AD 194. 1951.94.23 ;AD-193;12;17.4;3.59
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 176. 1956.127.943 ;AD-161;6;17.5;3.54
Bronze Sestertius of Vespasian- Rome- AD 71. 1944.100.39981 ;AD-71.;6;33.0;25.1
Bronze Dupondius of Domitian- Rome- AD 85. 1944.100.42575 ;AD-85.;9;28.0;10.18
Silver Denarius of Antoninus Pius- Rome- AD 149 - AD 150. 1956.127.758 ;AD-149;6;16.5;2.98
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3881 ;AD-297;12;26.5;10.61
Bronze Quadrans of Trajan- Rome- AD 114 - AD 117. 1944.100.44772 ;AD-114;6;15.0;2.9
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36284 ;AD-276;10;22.4;3.91
Bronze As of Vespasian- Lugdunum- AD 77 - AD 78. 1944.100.41675 ;AD-77;6;27.0;11.41
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1673 ;AD-114.;6;18.5;3.15
Bronze As of Augustus- Rome- 15 BC. 1944.100.38357 ;15-BC.;9;28.0;9.76
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3914 ;AD-297;12;28.5;8.94
Silver Antoninianus of Aurelian- Antioch- AD 270 - AD 275. 1956.163.221 ;AD-270;6;22.0;3.92
Silver Denarius of Septimius Severus- Rome- AD 197 - AD 200. 1956.28.287 ;AD-197;12;17.3;2.95
Bronze AE1 of Constantius Chlorus- Carthage- AD 306. 1944.100.4024 ;AD-306.;6;27.0;9.74
Bronze Quadrans of Augustus- Lugdunum- 15 BC - 10 BC. 1951.61.30 ;15-BC;6;19.5;2.39
Bronze As of Nero- Rome- AD 64 - AD 68. 1960.170.208 ;AD-64;6;27.5;12.25
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4226 ;AD-300;12;26.5;8.44
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.320 ;310-B.C.;12;18.9;4.1
Silver Denarius of Augustus- Colonia Patricia- 18 BC - 17 BC. 1944.100.39167 ;18-BC;12;19.0;3.04
Silver Denarius of Hadrian- Rome- AD 117. 1956.127.85 ;AD-117.;8;18.5;2.91
Silver Denarius of Aurelian- Rome- AD 270 - AD 275. 1954.18.139 ;AD-270;7;19.5;2.08
Silver Denarius of Marcus Aurelius- Rome- AD 169 - AD 170. 1956.127.833 ;AD-169;12;18.0;3.43
Bronze As of Gaius/Caligula- Rome- AD 37 - AD 38. 1944.100.39310 ;AD-37;6;26.0;10.83
Silver Antoninianus of Probus- Cyzicus- AD 276 - AD 282. 1944.100.36079 ;AD-276;6;21.7;3.84
Silver Denarius of Maximinus Thrax- Rome- AD 236 - AD 238. 1948.19.342 ;AD-236;12;20.6;3.05
Silver Antoninianus of Aurelian- Siscia- AD 270 - AD 275. 1957.159.61 ;AD-270;6;22.0;4.6
Bronze AE1 of Diocletian- Antioch- AD 302 - AD 303. 1944.100.4263 ;AD-302;12;26.0;10.78
Bronze As of Septimius Severus- Rome- AD 194. 1951.61.80 ;AD-194.;12;24.0;9.27
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47466 ;AD-134;6;25.0;14.88
Bronze Sestertius of Postumus- Lugdunum- AD 260 - AD 269. 1951.23.13 ;AD-260;6;28.0;10.95
Bronze Sestertius of Hadrian- Rome- AD 125 - AD 128. 1948.19.1244 ;AD-125;6;32.0;22.81
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1499 ;AD-103;6;18.0;3.67
Bronze Semis- Rome- 211 B.C.. 1969.83.153 ;211-B.C..;2;28.0;16.94
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9094 ;AD-330;12;17.0;2.22
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1600 ;AD-112;6;18.0;3.3
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.322 ;310-B.C.;12;18.4;4.09
Bronze As of Trajan- Rome- AD 103 - AD 111. 1944.100.44735 ;AD-103;7;27.0;11.35
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.127.417 ;AD-148;6;16.5;3.21
Bronze AE3 of Constantine I- Siscia- AD 335 - AD 336. 1948.19.314 ;AD-335;7;16.0;1.35
Silver Drachma- Colophon- 323 B.C. - 319 B.C.. 1952.123.252 ;323-B.C.;12;17.4;4.11
Bronze Dupondius of Hadrian- Rome- AD 125 - AD 128. 1944.100.47345 ;AD-125;6;26.0;12.69
Silver Antoninianus of Maximian- Lugdunum- AD 287 - AD 288. 1944.100.37986 ;AD-287;6;21.0;3.55
Silver Uncertain value of Diocletian- Heraclea- AD 295. 1948.19.248 ;AD-295.;11;17.5;2.79
Bronze AE1 of Maximinus Daia- Antioch- AD 306. 1944.100.4343 ;AD-306.;6;25.5;7.92
Silver Denarius of Marcus Aurelius- Rome- AD 162 - AD 163. 1956.127.801 ;AD-162;6;18.0;3.4
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1944.100.48128 ;AD-140;7;16.5;2.87
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1944.100.47459 ;AD-134;6;25.0;12.85
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.141 ;AD-119;6;17.5;2.89
Bronze AE1 of Diocletian- Serdica- AD 303 - AD 305. 1944.100.4045 ;AD-303;7;27.0;10.23
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.308 ;310-B.C.;12;17.8;4.14
Silver Denarius of Vespasian- Rome- AD 75. 1956.127.42 ;AD-75.;6;18.0;3.027
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1929.79.1 ;AD-325;6;17.5;3.45
Silver Antoninianus of Diocletian- Antioch- AD 284. 1944.100.38173 ;AD-284.;6;20.5;3.69
Silver Denarius of Antoninus Pius- Rome- AD 159 - AD 160. 1956.127.489 ;AD-159;6;16.5;3.42
Silver Antoninianus of Maximian- Lugdunum- AD 288. 1944.100.37990 ;AD-288.;12;20.5;3.26
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1441 ;AD-103;6;18.0;3.44
Bronze As of Augustus- Lugdunum- AD 12 - AD 14. 1944.100.39264 ;AD-12;6;23.5;5.49
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.932 ;AD-145;6;16.0;3.22
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.1764 ;AD-119;7;18.0;3.3
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 2004.14.190 ;AD-330;6;18.5;2.85
Silver Denarius of Augustus- Caesaraugusta- 20 BC - 19 BC. 1948.19.1030 ;20-BC;5;20.5;3.52
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4291 ;AD-304;6;28.5;9.65
Bronze Sestertius of Balbinus- Rome- AD 238. 1957.172.697 ;AD-238.;1;30.8;24.82
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.293 ;310-B.C.;12;16.9;4.09
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1956.127.2314 ;AD-140;6;17.0;3.45
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9394 ;AD-336;12;16.5;1.38
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.164 ;AD-125;6;17.5;3.25
Bronze As of Vespasian- Rome- AD 72. 1944.100.41664 ;AD-72.;6;26.0;8.56
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1944.100.44850 ;AD-125;6;17.0;3.34
Silver Denarius of Vespasian- Rome- AD 79. 1957.172.1578 ;AD-79.;6;18.0;3.53
Bronze AE1 of Galerius- Serdica- AD 305 - AD 306. 1944.100.4059 ;AD-305;6;27.5;10.66
Silver Antoninianus of Diocletian- Antioch- AD 284. 1944.100.38148 ;AD-284.;11;20.0;3.72
Silver Antoninianus of Valerian- Gallienus- Asia;AD-255;6;21.3;2.94
Bronze Dupondius of Claudius- Rome- AD 41 - AD 50. 1947.2.423 ;AD-41;6;28.5;9.88
Bronze Sestertius of Antoninus Pius- Rome- AD 140 - AD 144. 1944.100.48214 ;AD-140;12;37.5;25.84
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 2004.14.147 ;AD-218;6;19.0;3.04
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 1956.127.1266 ;AD-218;6;19.0;2.94
Bronze Sestertius of Antoninus Pius- Rome- AD 153 - AD 154. 1944.100.48288 ;AD-153;6;31.0;23.06
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1944.100.47433 ;AD-134;6;23.0;11.8
Silver Denarius of Gordian III- Rome- AD 241 - AD 243. 1948.19.710 ;AD-241;8;20.0;3.1
Bronze AE2 of Maximinus Daia- Antioch- AD 308 - AD 309. 1944.100.4397 ;AD-308;10;24.0;6.59
Bronze AE2 of Galerius- Heraclea- AD 309 - AD 310. 1944.100.3974 ;AD-309;11;26.5;6.36
Silver Denarius of Marcus Aurelius- Rome- AD 175 - AD 176. 1956.127.879 ;AD-175;12;18.0;2.98
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1948.78.28 ;310-B.C.;1;17.6;4.34
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36244 ;AD-276;12;20.0;4.03
Bronze Sextans- Rome- 211 B.C.. 1969.83.186 ;211-B.C..;11;19.0;3.44
Bronze AE3 of Licinius- Siscia- AD 313. 1954.18.70 ;AD-313.;6;22.0;3.77
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1946.35.9 ;AD-134;6;32.0;26.02
Silver Denarius of Vitellius- Rome- AD 69. 1956.127.1273 ;AD-69.;6;17.5;3.05
Silver Antoninianus of Probus- Siscia- AD 276 - AD 282. 1944.100.36037 ;AD-276;7;22.5;3.64
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36097 ;AD-276;5;21.0;4.06
Silver Denarius of Nerva- Rome- AD 97. 1944.100.42640 ;AD-97.;6;17.0;3.61
Bronze Triens- Rome- 211 B.C.. 1969.83.174 ;211-B.C..;2;22.0;7.55
Silver Antoninianus of Diocletian- Antioch- AD 285. 1944.100.38136 ;AD-285.;11;21.5;4.52
Bronze As of Antoninus Pius- Rome- AD 160 - AD 161. 1944.100.48311 ;AD-160;12;26.0;10.95
Bronze Quadrans of Hadrian- Rome- AD 125 - AD 128. 1961.154.1 ;AD-125;5;18.0;3.67
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1944.100.44661 ;AD-114;6;17.5;3.05
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9360 ;AD-336;6;17.5;1.63
Bronze Dupondius of Antoninus Pius- Rome- AD 161. 1965.32.31 ;AD-161.;12;27.0;12.08
Silver Denarius of Augustus- Lugdunum- 2 BC - AD 4. 1944.100.39119 ;2-BC;9;18.0;3.46
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.170 ;AD-125;6;18.0;3.2
Silver Denarius of Severus Alexander- Rome- AD 225 - AD 235. 1948.19.1895 ;AD-225;12;20.5;3.13
Bronze AE3 of Constantine I- Trier- AD 321. 1947.97.84 ;AD-321.;6;17.5;2.87
Silver Antoninianus of Diocletian- Heraclea- AD 292 - AD 295. 1944.100.38217 ;AD-292;6;22.0;4.15
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8899 ;AD-324;6;20.0;2.82
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.704 ;AD-141.;6;17.5;3.14
Silver Denarius of Domitian- Rome- AD 92 - AD 93. 1957.172.1601 ;AD-92;6;17.0;3.25
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43530 ;AD-103;6;19.0;3.31
Bronze AE1 of Maximian- Rome- AD 299. 1954.18.49 ;AD-299.;5;26.0;8.75
Bronze Sestertius of Tiberius- Rome- AD 22 - AD 23. 1944.100.39278 ;AD-22;2;34.5;28.77
Silver Antoninianus of Carus- Ticinum- AD 282 - AD 283. 1944.100.36360 ;AD-282;6;21.5;3.37
Bronze AE3 of Constantine I- Cyzicus- AD 327 - AD 328. 1944.100.8943 ;AD-327;12;18.0;2.91
Silver Drachma of Philip III Arrhidaeus- Colophon- 323 B.C. - 319 B.C.. 1951.16.11 ;323-B.C.;12;17.8;4.22
Bronze AE3 of Constantine I- Heraclea- AD 330 - AD 333. 1948.19.368 ;AD-330;6;18.0;2.56
Silver Denarius of Antoninus Pius- Rome- AD 159 - AD 160. 1956.127.1894 ;AD-159;6;17.5;3.4
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.387 ;AD-145;12;18.0;3.61
Bronze Fraction of Diocletian- Antioch- AD 297. 1944.100.4311 ;AD-297.;6;20.0;2.71
Bronze As of Vespasian- Rome- AD 71. 1944.100.41597 ;AD-71.;6;28.0;10.61
Bronze Sestertius of Marcus Aurelius- Rome- AD 166 - AD 167. 1964.79.18 ;AD-166;12;12.0;19.05
Silver Denarius of Augustus- Colonia Patricia- 18 BC. 1954.203.148 ;18-BC.;5;20.0;3.76
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.913 ;AD-145;6;17.0;3.75
Bronze AE2 of Galerius- Thessalonica- AD 310 - AD 311. 1944.100.3713 ;AD-310;11;23.5;6.95
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9300 ;AD-333;6;18.0;2.29
Silver Denarius of Claudius- Rome- AD 50 - AD 54. 1944.100.39362 ;AD-50;6;17.5;3.61
Bronze Sestertius of Trajan- Rome- AD 99 - AD 100. 1957.172.1635 ;AD-99;6;35.0;25.44
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.631 ;AD-141.;6;16.5;3.16
Silver Antoninianus of Carus- Antioch- AD 282 - AD 283. 1944.100.36402 ;AD-282;6;20.5;2.71
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1446 ;AD-103;6;18.0;3.006
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1956.127.1323 ;AD-77;6;19.0;3.06
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1510 ;AD-103;6;19.0;3.34
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1944.100.43626 ;AD-114;6;19.0;3.4
Silver Denarius of Vespasian- Rome- AD 71. 1948.19.1080 ;AD-71.;6;16.0;3.22
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.1848 ;AD-145;12;18.0;3.5
Silver Denarius of Domitian- Rome- AD 81. 1956.127.1365 ;AD-81.;5;18.0;3.12
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9396 ;AD-336;12;16.0;1.33
Silver Denarius of Hadrian- Rome- AD 137. 1944.100.45601 ;AD-137.;6;18.0;3.17
Silver Denarius of Antoninus Pius- Rome- AD 154 - AD 155. 1956.127.463 ;AD-154;12;17.5;3.46
Silver Antoninianus of Maximian- Lugdunum- AD 295. 1944.100.38047 ;AD-295.;7;22.5;4.27
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36222 ;AD-276;12;20.3;3.4
Silver Denarius of Domitian- Rome- AD 92. 1957.172.1600 ;AD-92.;6;18.0;3.4
Silver Antoninianus of Victorinus- Cologne- AD 269 - AD 271. 1944.100.85159 ;AD-269;6;17.5;2.56
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3857 ;AD-296;6;27.0;9.03
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1956.28.7 ;AD-300;6;27.0;8.54
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1948.19.1153 ;AD-103;7;20.0;3.16
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3751 ;AD-312;6;23.0;3.12
Silver Denarius of Antoninus Pius- Rome- AD 141. 1944.100.48345 ;AD-141.;6;17.3;3.02
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9343 ;AD-333;12;17.0;2.22
Silver Denarius of Severus Alexander- Rome- AD 228 - AD 231. 1948.19.1849 ;AD-228;12;19.0;3.07
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1450 ;AD-103;7;19.0;3.02
Silver Denarius of Marcus Aurelius- Rome- AD 176 - AD 180. 1960.170.373 ;AD-176;12;18.0;3.58
Silver Antoninianus of Carus- Rome- AD 282 - AD 283. 1944.100.36446 ;AD-282;7;21.0;3.25
Bronze As of Macrinus- Rome- AD 218. 1951.139.5 ;AD-218.;12;25.0;10.91
Bronze Sestertius of Marcus Aurelius- Rome- AD 161. 1944.100.48317 ;AD-161.;12;34.0;23.29
Bronze Fraction of Diocletian- Antioch- AD 296. 1944.100.4308 ;AD-296.;11;20.5;2.66
Bronze AE3 of Constantius II- Alexandria- AD 347 - AD 348. 1954.123.25 ;AD-347;12;15.0;1.74
Silver Denarius of Domitian- Rome- AD 88. 1944.100.42477 ;AD-88.;6;21.0;3.22
Bronze AE1 of Diocletian- Antioch- AD 296. 1944.100.4088 ;AD-296.;5;26.5;9.67
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36175 ;AD-276;2;20.15;3.33
Silver Denarius of Septimius Severus- Rome- AD 196 - AD 211. 2000.4.1 ;AD-196;6;18.0;3.27
Bronze AE3 of Constantius II- Nicomedia- AD 337 - AD 340. 1948.19.761 ;AD-337;12;15.0;1.6
Silver Denarius of Vespasian- Rome- AD 79. 1948.19.1107 ;AD-79.;12;19.0;3.35
Bronze Sestertius of Philip the Arab- Rome- AD 244 - AD 249. 1946.35.123 ;AD-244;12;30.0;18.37
Silver Denarius of Marcus Aurelius- Rome- AD 171 - AD 172. 1956.127.867 ;AD-171;12;18.5;3.42
Bronze AE2 of Maximinus Daia- Cyzicus- AD 311. 1957.159.8 ;AD-311.;12;22.0;5.94
Silver Denarius of Hadrian- Rome- AD 118. 1948.19.1184 ;AD-118.;6;17.5;3.39
Bronze As of Elagabalus- Rome- AD 218 - AD 222. 1947.97.486 ;AD-218;6;27.0;10.78
Silver Denarius of Hadrian- Rome- AD 128 - AD 136. 1944.100.45591 ;AD-128;6;16.5;3.49
Bronze AE3 of Licinius- Antioch- AD 317 - AD 320. 1944.100.8972 ;AD-317;10;18.5;2.9
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1948.19.1197 ;AD-119;6;18.5;2.74
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3790 ;AD-312;6;22.5;3.09
Silver Antoninianus of Maximian- Ticinum- AD 292. 1944.100.38208 ;AD-292.;12;22.0;3.63
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4195 ;AD-300;12;26.0;10.18
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1944.100.41632 ;AD-77;6;18.0;2.96
Bronze Sestertius of Nero- Rome- AD 64 - AD 68. 1944.100.39733 ;AD-64;6;34.0;26.39
Silver Denarius of Tiberius- Lugdunum- AD 15 - AD 16. 1944.100.39241 ;AD-15;5;16.5;3.73
Bronze Sestertius of Titus- Rome- AD 80 - AD 81. 1944.100.42552 ;AD-80;6;34.0;23.23
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36193 ;AD-276;6;21.35;4.94
Bronze AE3 of Constantine I- Antioch- AD 326 - AD 327. 1944.100.9005 ;AD-326;4;18.5;3.05
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.45545 ;AD-134;7;17.5;3.31
Silver Denarius of Marcus Aurelius- Rome- AD 176 - AD 177. 1956.127.1935 ;AD-176;6;19.0;3.38
Bronze AE2 of Maxentius- Ticinum- AD 307 - AD 308. 1944.100.85094 ;AD-307;6;25.0;6.538
Bronze As of Domitian- Rome- AD 88 - AD 89. 1944.100.42604 ;AD-88;6;28.0;10.17
Bronze AE2 of Galerius- Thessalonica- AD 308 - AD 310. 1944.100.3690 ;AD-308;12;23.5;6.64
Silver Denarius of Marcus Aurelius- Rome- AD 172 - AD 173. 1956.127.864 ;AD-172;5;19.25;3.32
Bronze AE3 of Constantine I- Cyzicus- AD 328 - AD 329. 1944.100.8954 ;AD-328;11;15.0;3.04
Bronze AE1 of Galerius- Heraclea- AD 305 - AD 306. 1944.100.3935 ;AD-305;6;28.0;10.29
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.578 ;AD-141.;6;17.0;3.33
Silver Denarius of Vespasian- Rome- AD 79. 1956.127.32 ;AD-79.;6;18.5;3.4
Silver Drachma- Colophon- 323 B.C. - 319 B.C.. 1947.98.420 ;323-B.C.;1;17.0;4.27
Bronze AE3 of Licinius- Cyzicus- AD 316 - AD 317. 1944.100.8711 ;AD-316;2;22.5;3.43
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1476 ;AD-103;6;18.5;3.49
